shop_name,product_name,shelf_price,per_unit_price,image_url
IKI,"Kiaulienos sprandinė be kaulo, pjaustyta, IKI, 360 g",2.79 €,7.75 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_285012_uF3DptJQvjXHqmno4Mal_2TBLk8zKb2HUDcw6Z49s.webp?alt=media&token=0a5d002e-6401-4b30-b43c-d7b78e99783e
IKI,"Universalusis marinatas SANTA MARIA BBQ, 75 g",0.59 €,7.87 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_VrgxB3Dnf08aUEPyYDbC_CvKfTzV4TN5U8BTMF1Hl_W5RvAbpnRicygag1V4nopPhtD8z2_nzj9iMlYK0pP1D2eGY21_thumb.webp?generation=1706627060261001&alt=media
IKI,"FROSCH spiritinis langų valiklis (papildymas), 1000ml",1.79 €,1.79 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_12882_uF3DptJQvjXHqmno4Mal_tw8ne2xxM5xhWEB6ORHQ.webp?alt=media&token=7fe78d1b-e4f5-4ac5-a422-9fe49afef6cb
IKI,"Žolelių arbata ETNO (AKSOMINIS VAKARAS), 22 vnt.",1.67 €,0.08 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_Vr1IEdMbl7h8SMHsOb6B_xGdb10o0VzY1SFD6eDjbpqgxmW02_4vokAheobemmmwFKzbCe_thumb.jpg?generation=1647862191571202&alt=media
IKI,"Šokolado skonio sausainiai GRYBUKAI LINKSMUČIAI, 170 g",1.61 €,9.47 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_0hOeQdZrQOATbD4dJlnm.jpg?generation=1623085139318168&alt=media
IKI,"Konservuotas kačių ėdalas su vištiena PURINA ONE ADULT (4x85 g), 340 g",2.51 €,7.38 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_254805_uF3DptJQvjXHqmno4Mal_3YRueeYeuXa8xjP1UEfO.webp?alt=media&token=f9d0950a-6223-4534-8e52-0186bbc6d5e4
IKI,"Ypač grynas alyvuogių aliejus LA ESPANOLA, 500 ml",6.59 €,13.18 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_7D2wg0jCm0gDmNsLxPlu.jpg?generation=1631695842393720&alt=media
IKI,"Vaflinis batonėlis NESTLE KIT KAT CHUNKY PEANUT BUTTER, 42 g",0.89 €,21.19 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_201362_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_thXZl0jeGjQLdLE0ZiFD.webp?alt=media&token=e90af11f-6f60-4b76-82da-89f8268c4594
IKI,"Duona skrudinimui MAŽIAU CUKRAUS, 500 g",1.27 €,2.54 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_283007_W5RvAbpnRicygag1V4nopPhtD8z2_ctE8glyb3d377d9MjoDX.webp?alt=media&token=9fd73ca7-520b-4c33-9ba1-ad5127ed91b9
IKI,"Rutulinis dezodorantas moterims NIVEA BLACK&WHITE CLEAR, 50 ml",2.87 €,57.40 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_UW8eDwU8IFW3qKKheyAJ_r9n5kqSjCnW7eMWy9cQs7lSXyPx2_xxVSUWQRof4Mph8WkzZ8_thumb.jpg?generation=1653663069176293&alt=media
IKI,"Ekologiškas skystasis vaikų drabužių skalbiklis BALANCE, 1 l",4.19 €,4.19 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_249445_W5RvAbpnRicygag1V4nopPhtD8z2_uG5yTsluAX7xSmxFq7Zn.webp?alt=media&token=8fc79909-94a2-483c-8d5c-b5c9b1645998
IKI,"WC valiklis-gaiviklis BREF POWER AKTIV LEMON, 100 g",3.11 €,30.49 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_yebS6GUhojeCrk2GnbPr_r9n5kqSjCnW7eMWy9cQs7lSXyPx2_9awf19jGYel3DgXSDB52_thumb.jpg?generation=1653663071648564&alt=media
IKI,"Šokoladinis batonėlis SNICKERS, 50 g",0.76 €,15.20 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_ucjTvK3M1rKE5QlIsjyH.jpg?generation=1639147441955894&alt=media
IKI,Karštai rūkyta Bajorų Krokuvos dešra su pjūviu vakuume 400g,2.51 €,6.27 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_279792_W5RvAbpnRicygag1V4nopPhtD8z2_OpcafgznQOQ6QNEwxCgr.webp?alt=media&token=a4c24fbb-5d8d-4370-8649-ade8efd60e25
IKI,"DADU karamelizuotų spragėsių skonio plombyras vafliniame indelyje, 70 ml",0.77 €,6.42 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_282199_W5RvAbpnRicygag1V4nopPhtD8z2_jvne67w9WZaaG6Zy4oyX.webp?alt=media&token=f7b00ec7-a4f0-417d-982f-8003475205e9
IKI,"Vištienos paštetas ARGETA Junior, 95 g",1.32 €,13.89 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_BQVzoI4dOXsMWC9C01J6_xGdb10o0VzY1SFD6eDjbpqgxmW02_f2Jxp9m1tE5XkKX4Ve7m_thumb.jpg?generation=1671102703753155&alt=media
IKI,"Želė apelsinų skonio DR. OETKER, 72g",0.83 €,11.53 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_G1l5YeDxsGv1GZjqE3GR.jpg?generation=1622940075386605&alt=media
IKI,"Ledai STRACCIATELLA, 500 ml",3.29 €,6.58 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_72wfX89p7b7nt5c9dJ8v.jpg?generation=1631695797515741&alt=media
IKI,"Picų prieskoniai SANTA MARIA, 5 g",0.59 €,118.00 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_oxNaHcqaDnAjJGptwobD.jpg?generation=1623061191001895&alt=media
IKI,"Black Forest šaltai rūkytas kumpis BILLA, 100 g",1.49 €,14.90 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_1L76dPL3ru4pmLlJ25aE_xGdb10o0VzY1SFD6eDjbpqgxmW02_rtqb7tHkmgcdrsQ2nuUQ_thumb.jpg?generation=1661774368821404&alt=media
IKI,"Grietinės skonio bulvių traškučiai LAY'S, 240 g",2.79 €,11.16 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_afJO987H1O51OFGSyUxM.jpg?generation=1665840916680215&alt=media
IKI,"Riebalų ir purvo valiklis su natūraliu greipfruto ekstraktu FROSCH, 500 ml",2.39 €,4.78 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_ePHXuK9lvz7aYQTxX7Zw.jpg?generation=1631696026317713&alt=media
IKI,"Ekologiškas jogurtas su mėlynėmis ir avietėmis, 3,5 % rieb. AUGA, 125 g",0.79 €,6.32 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_283886_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_zDPuR7H97HTn5pDsGYl1.webp?alt=media&token=6b36a4ed-74d7-4bf0-be1d-6473098b237d
IKI,"Natūralus negazuotas stalo vanduo NEPTŪNAS SPORT, 750 ml",0.53 €,0.71 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_231359_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_jVXhSUVFz0jycnbffE2Z.webp?alt=media&token=e311c6e2-bd50-4f4d-9f31-c1926768413c
IKI,Jautienos kumpis be kaulo IKI ŪKIS,12.69 €,12.69 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_K7HmlnLJUInvIV5C8D57.jpg?generation=1631696036487186&alt=media
IKI,"Petražolės SANTA MARIA, 4 g",0.59 €,147.50 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_y3wptbO92DF0Sz2QiF7q.jpg?generation=1623061190705258&alt=media
IKI,"Česnakinės krevetės skonio greitai paruošiami makaronai SUN YAN, 65 g",0.53 €,8.15 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_ZZjWglMv200UvMno75f7_xGdb10o0VzY1SFD6eDjbpqgxmW02_FvIvV7cJInbtmDMmtZBr_thumb.jpg?generation=1675259630608647&alt=media
IKI,"Šaldytos bulvės FARM FRITES Long & Crunchy, 600 g",2.39 €,3.98 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_219516_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_Dyo5R3j8fKfiWAuhc7y9.webp?alt=media&token=6c0edc47-4783-4fbf-b592-60050dd58e6a
IKI,"Konservai katėms su upėtakiu GOURMET PERLE, 85 g",0.69 €,8.12 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_25920_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_IQFBfIUGrWMrukUqJmgC.webp?alt=media&token=0b78b3d7-cb02-423e-851d-a359047cdbbf
IKI,"Sušių ryžiai SKANĖJA, 400 g",0.94 €,2.35 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_nYjwlzW4oYnHcHoSofWw.jpg?generation=1582205380983596&alt=media
IKI,"Vanilinis cukrus ALVO, 100 g",0.57 €,5.70 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_Lz5VJjoDWijqxwYi5b28_xGdb10o0VzY1SFD6eDjbpqgxmW02_7SijMe0WXOYc6igEYIvI_thumb.jpg?generation=1667978463434859&alt=media
IKI,"Higieniniai paketai LIBRESSE INVISIBLE SUPER, 16 vnt.",2.30 €,0.14 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_1658_OrXUvGAuc2NCJDRvzNOTXOM3rsp1_245rhG6I89ygW0F90acm.webp?alt=media&token=664608bf-2443-4772-89c6-e814a781676c
IKI,"Saldžios bulvės fri AVIKO, 450 g",2.99 €,6.64 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_664RLrhfKCqwxbOCku3s_xGdb10o0VzY1SFD6eDjbpqgxmW02_UEse0wTWhhtjPxC1mrVb_thumb.jpg?generation=1646660360671144&alt=media
IKI,Kiaulienos nugarinė su šonkauliu PAGAMINTA IKI,5.19 €,5.19 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_ix0CkkbqAjkpCrBcYNx2_CvKfTzV4TN5U8BTMF1Hl_W5RvAbpnRicygag1V4nopPhtD8z2_JpgZ2rMGjUCxBh8aQvII_thumb.jpg?generation=1687354213179947&alt=media
IKI,"Žolelių arbata ŽOLYNĖLIS (BRONCHUS), 20 vnt.",1.61 €,53.67 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_UdPlxFb5tb2l1obaco7P_xGdb10o0VzY1SFD6eDjbpqgxmW02_mBLqLAq9ecFrIGgFKJmK_thumb.jpg?generation=1664187662851626&alt=media
IKI,"Langų valiklis AJAX OPTIMAL 7 MULTI ACTION, 500 ml",1.79 €,3.58 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_102679_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_IcMW66PTYT1gaIqeHrJL.webp?alt=media&token=195dbedd-7a3f-49cb-b813-5944e8c60a76
IKI,"Ekologiška kriaušių, slyvų, juodųjų serbentų tyrelė nuo 6 mėn. HIPP, 100 g",1.42 €,14.20 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_5fr6LiASL4xIl0uwuN0C.jpg?generation=1644048347512134&alt=media
IKI,"WC valomieji kubeliai BREF DUO-CUBES HYGIENE, 100 g",2.99 €,29.90 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_UqcHvPuCB0jJ7sHor1tL.jpg?generation=1631695741514481&alt=media
IKI,Šaltai rūkyta Česnakinė dešra dujose 230g,2.69 €,11.70 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_204923_OrXUvGAuc2NCJDRvzNOTXOM3rsp1_ho2v2p5x8jV1dBwX1dnz.webp?alt=media&token=08e6f750-137c-45b3-869e-73baca3b8856
IKI,"Virtas, karštai rūkytas saliamis su juodaisiais pipirais VALSTIETIS, 90 g",2.09 €,23.22 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_209231_uF3DptJQvjXHqmno4Mal_SKw9sWIHuk6dHO2KxP8I.webp?alt=media&token=b6a0a9e0-5c26-4062-b5e7-0cd82f5d6fb7
IKI,"Gazuotas natūralus mineralinis vanduo BIRUTĖ, 500 ml",0.33 €,0.66 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_231417_uF3DptJQvjXHqmno4Mal_8iBtO1ELAWdtPufFtr0p.webp?alt=media&token=1dba57c9-0260-471c-9f3a-01946933ade1
IKI,"Česnakinis padažas FELIX, 375 g",1.49 €,3.97 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_pQVP2DD2RHWAG5S4zQkw.jpg?generation=1631696088909569&alt=media
IKI,"Šokoladas su kakaviniais sausainiais ir vanilės skonio kreminiu įdaru MILKA, 300 g",4.40 €,14.67 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_218331_Y5wHCakiRVc8Kf1fJt96vh8Tr2I2_2JoJiWhLSHMB3Ud7ZnLe.webp?alt=media&token=660fdc9a-544d-48f9-bc66-a1ed56abf113
IKI,"Dantų pasta COLGATE TOTAL ORIGINAL, 75ml",2.69 €,35.87 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_253199_OrXUvGAuc2NCJDRvzNOTXOM3rsp1_LAgc57gvrZdxCX3kYy9s.webp?alt=media&token=d071f659-7f7d-436d-8c61-06276f0acc1f
IKI,"Želė vyšnių skonio DR. OETKER, 72g",0.83 €,11.53 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_UrreOmDNJSYsFUnLOBdb.jpg?generation=1605536909529807&alt=media
IKI,"Konservuotas visavertis kačių ėdalas ZOOROYAL MOUSSE su vištiena, 85 g",0.59 €,6.94 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_262374_uF3DptJQvjXHqmno4Mal_jMspIx2oJFBCUhkJFwce.webp?alt=media&token=5199c9fa-178c-4f3e-a1ca-9850583f4741
IKI,Indų ploviklis BALANCE. 450 ml,1.19 €,2.64 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_280225_W5RvAbpnRicygag1V4nopPhtD8z2_UTYVcJCIH0SEHs1vY9cf.webp?alt=media&token=e900afd2-1a80-4bcd-ae17-776250046def
IKI,"Prieskoniai auksinei vištienai VEGETA NATUR, 20 g",0.47 €,23.50 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_TrXcpRjM2vesxONH9Re1.jpg?generation=1639147423346141&alt=media
IKI,"Daržovių ir kalakutienos košė (nuo 6 mėn.) MARMALUZI, 190 g",1.42 €,7.47 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_W78foDF1H7MvorXTo1w8_xGdb10o0VzY1SFD6eDjbpqgxmW02_bKIfgkLjk0gAdyhGFrCL_thumb.jpg?generation=1667978457148102&alt=media
IKI,"Juodasis šokoladas PERGALĖ su mangų įdaru, 100 g",1.24 €,12.40 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_rzddoEVa3PmQGaNkBebW.jpg?generation=1643133674091224&alt=media
IKI,"Juodieji pipirai žirneliais SANTA MARIA, 22 g",0.89 €,40.45 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_yVXJRk4yCjVcOlTeR8UZ.jpg?generation=1623061204917409&alt=media
IKI,"Sausainiai bananų skonio, SELGA, 180 g",0.71 €,3.94 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_100355_uF3DptJQvjXHqmno4Mal_SGmJGaQinqLhiXjKUW1B.webp?alt=media&token=71900ac9-7c9d-4c1f-bbed-7a12b00fb9f2
IKI,"Bolonijos padažas makaronams FELIX, 390 g",1.55 €,4.08 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_29684_uF3DptJQvjXHqmno4Mal_tcBPVehdk2dg4sGoXYIp.webp?alt=media&token=dfb5e5ed-2510-4d31-9a9d-1edbd248d4fe
IKI,"Pomidorų padažas be krakmolo SUSLAVIČIAUS, 500 g",1.61 €,3.22 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_jGsunBS6NRtYAZCxwAdK_xGdb10o0VzY1SFD6eDjbpqgxmW02_satt3F4Dy1JwA89RW9Ly_thumb.jpg?generation=1648128104264549&alt=media
IKI,"Dižono garstyčios BILLA PREMIUM, 200 g",1.79 €,8.95 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_278529_CvKfTzV4TN5U8BTMF1Hl_W5RvAbpnRicygag1V4nopPhtD8z2_Sl0T6ovBBtWRJUFC9KyB_thumb.webp?generation=1699527957630934&alt=media
IKI,"Padažas mėsainiams DEVELEY, 400 g",1.43 €,3.57 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_2fURi7pV9QpMPHs5tL0W.jpg?generation=1631695800720884&alt=media
IKI,"Klasikinis kečupas SUSLAVUČIAUS, 1 kg",2.39 €,2.39 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_nCo0oZgssfFQAD2yukvy_xGdb10o0VzY1SFD6eDjbpqgxmW02_Qro8Ya143bqxXsA7oWN9_thumb.jpg?generation=1648128102720371&alt=media
IKI,"Ypač grynas alyvuogių aliejus LA ESPANOLA, 250 ml",3.89 €,15.56 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_oYjgrvFln4jWiTigZCgN.jpg?generation=1631695851704779&alt=media
IKI,"Žolynėlis spanguolių arbatos koncentratas, 0,5 l",3.99 €,7.67 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_K6vHelt5qUv9apz549YM_xGdb10o0VzY1SFD6eDjbpqgxmW02_KrQNrqUXwbQG0MctxqpU_thumb.jpg?generation=1664187653387478&alt=media
IKI,"Skanėstas PEDIGREE MULTI BISCROK, 200 g",1.31 €,6.55 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_p3cBk0oL7T9J7xMut8Ja.jpg?generation=1631696106002957&alt=media
IKI,"Kanalizacijos vamzdžių valiklis TIRET TURBO, 500 ml",4.79 €,9.58 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_er4hYjgxGhWyCFVu3S08_CvKfTzV4TN5U8BTMF1Hl_W5RvAbpnRicygag1V4nopPhtD8z2_gdgHy9aFH0VGxx2bh8qg_thumb.jpg?generation=1689684924406365&alt=media
IKI,"Paruošta vartoti ryžių ir avižų košė su kriaušėmis ir abrikosais, SEMPER (nuo 6 mėn.), 120 g",1.57 €,13.08 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_227370_OrXUvGAuc2NCJDRvzNOTXOM3rsp1_MDl2OUOLuyQfvNNE7Ig1.webp?alt=media&token=eeaefd22-314f-434d-a379-cfe4346829a9
IKI,"Šviesi kvietinė duonos gira GUBERNIJA, 500 ml",0.59 €,1.18 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fchain_products%2FIKI%2Fthumb_nw03MDVJ7x3j8SSGEKpS.jpg?generation=1631696046834408&alt=media
IKI,"Trintų pomidorų padažas SUSLAVIČIAUS, 500 g",1.61 €,3.22 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_mQsWYD4W1WmcAab6wd8v_xGdb10o0VzY1SFD6eDjbpqgxmW02_Snndk9UpexDauz1Fd1fv_thumb.jpg?generation=1648128104478489&alt=media
IKI,"Skystasis audinių baliklis ACE LEMON, 1 l",1.49 €,1.49 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_6959_uF3DptJQvjXHqmno4Mal_SaXAuvGmoCD5kDMNP19F.webp?alt=media&token=a7034b80-c94e-4d68-b165-c08ac5f77e41
IKI,"WC valiklis DOMESTOS PINE FRESH, 750 ml",2.09 €,2.79 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/images%2Fproducts%2Fthumb_wFMkyIiB3oEZF1HMKKqq.jpg?generation=1623061299516838&alt=media
IKI,"Konservuoti žirneliai BILLA Extra Fine, 200 g",0.71 €,3.55 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_273603_CvKfTzV4TN5U8BTMF1Hl_W5RvAbpnRicygag1V4nopPhtD8z2_PXBjJLJA5Buu2cOSF6OP_thumb.jpg?generation=1690376656569917&alt=media
IKI,"Klasikinis SUSLAVIČIAUS pomidorų padažas, 500 g",1.37 €,2.74 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_dUBmiTWtD5AauEnCa8xO_xGdb10o0VzY1SFD6eDjbpqgxmW02_Hm10QJM9Z3s8pNR1vlal_thumb.jpg?generation=1647979600610302&alt=media
IKI,Karštai rūkyta kiaulienos karka pirma rūšis NOO,5.09 €,5.09 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_214594_OrXUvGAuc2NCJDRvzNOTXOM3rsp1_sE2lS7NqqsgkrER4krCs.webp?alt=media&token=ded58583-6bc1-4ac8-8669-337dab2abd2f
IKI,"Skystas skalbiklis spalvotiems audiniams BALANCE, 1,5 l",5.99 €,3.99 €,https://firebasestorage.googleapis.com/v0/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FthumbUrl%2FCvKfTzV4TN5U8BTMF1Hl_208155_W5RvAbpnRicygag1V4nopPhtD8z2_TEDrrDwTKiQCvqI6VNz2.webp?alt=media&token=31f1560b-f976-4a7e-b52f-08e976b2f839
IKI,"Kepintos ir sūdytos pistacijos ARIMEX PREMIUM, 250 g",4.19 €,16.76 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2FCvKfTzV4TN5U8BTMF1Hl_AOrE2eeD5NbTavuVWguJ_xGdb10o0VzY1SFD6eDjbpqgxmW02_eGzwpUd9ljLGmSjIooPN_thumb.jpg?generation=1671102341587200&alt=media
IKI,"Ekologiška slyvų tyrelė HIPP (nuo 4 mėn.), 125 g",1.27 €,10.16 €,https://storage.googleapis.com/download/storage/v1/b/lastmile-ui/o/import%2Fphotos%2Fconverted%2Fproduct%2Fglobal_y1X4Xf2Egh4SdRAkpBbi_xGdb10o0VzY1SFD6eDjbpqgxmW02_flrRQFHHNAcPWxR3jnEt_thumb.jpg?generation=1644428186536256&alt=media
