id,title,price,page
000000000001235192,"Javainių batonėlis ME2U su bananais ir braškėmis, 45 g",0.53,12
000000000001318582,"Konservuotas kačių ėdalas WHISKAS PURE DELIGHT MIXED, 4x85 g, 340 g",1.17,12
000000000001358407,"Karamelinis pyragas, 400 g",2.69,12
000000000001376877,"Jogurt. gėrimas ACTIMEL+, braškių ir granat. sk., 4 x 100 g, 400 g",2.19,12
000000000000386455,"KĖDAINIŲ tunai su meksikietiškais priesk. sumuštiniams tepti, 280 g",1.71,12
000000000000946223,"Kepimo rankovė UNIWELL, 3 m x 41 cm, 1 vnt.",1.39,12
000000000001163397,"Skalbinių minkštiklis FROSCH, levandų kvapo, 750 ml",1.79,12
000000000000867954,"Kempinės VILEDA  Miraclean ,2 vnt., 2 vnt.",1.69,12
000000000001095045,"Šveičiamasis pienelis CIF CREAM (ULTRA WHITE), 693 g",2.49,12
000000000001131688,"Baltyminės šunų lazdelės PAPKY dantims prižiūrėti, 103 g",0.76,12
000000000001236616,"Kačių skanėstas AKINU su vištiena, 50 g",0.87,12
000000000001253351,"Sauskelnės-kelnaitės HUGGIES PANTS 5 berniukams (12-17 kg), 48 vnt.",13.59,12
000000000001348321,"Grybų sriuba MAGGI su skrebučiais, 22 g, 22 g",0.59,12
000000000001383114,"Lietuviškas kiaulienos paslėpsnis su oda, atšaldytas, be antibiotikų, 1 kg",3.79,12
000000000000496567,NIVEA Rutulinis dezodorantas PEARL & BEAUTY moterims,4.79,12
000000000001187704,"Česnakinis majonezinis KKF padažas, 40 % rieb., 500 ml",1.45,12
000000000001227710,"Š.r. sausai sūdyta KLEBONIŠKA nugarinė su čiobreliais, a.r., 1 kg",11.99,12
000000000001305759,"Balkšvųjų gysločių sėklų luobelės ŽOLYNĖLIS, 200 g",5.99,12
000000000001314132,"Šunų vienkartinės palos LOVETT, 60 x 90 cm, 1 vnt.",3.59,12
000000000001330589,"Virta KLASIKINĖ dešra, a. r., 400 g",2.99,12
000000000001362840,"Kapų žvakė su dangteliu, dega 36 val., 1 vnt.",0.5,12
000000000000530399,"KĖDAINIŲ pikantiška lašišos užtepėlė sumuštiniams, 280 g",1.49,12
000000000000544894,"Rozmarinai SANTA MARIA, 15 g",0.99,13
000000000000748174,"Indaplovių skalavimo skystis FINISH, 800 ml ",4.79,13
000000000000946224,"Maisto plėvelė UNIWELL, 20 m x 28 cm, 1 vnt.",0.89,13
000000000001070313,"Higieniniai įklotai ALWAYS Normal, Odour Lock, 60 vnt.",5.69,13
000000000001384934,"Šaldyti apvalūs vištienos kotletai DONE COOKIN, 180 g",2.63,13
000000000001394859,"K. rūk. KABANOSI lazdelės su BIOVELA, grietine, svog., a. r., 100 g",1.64,13
000000000000157617,"Sausa šluostė VILEDA WETTEX (20,3 x 17,6 cm), 1 vnt.",0.49,13
000000000000183363,"Šunų kramtalas NATURE LIVING (galvijų odos kaulas, 17 cm), 100 g",1.13,13
000000000000908764,NIVEA Purškiamasis dezodorantas BLACK&WHITE POWER vyrams ,6.39,13
000000000001175650,"Vištienos sriuba MAGGI su makaronais, 12 g",0.59,13
000000000001369718,"Kempinės-šluostės VILEDA, 3+1 vnt.",1.69,13
000000000001037091,"Buritų prieskonių mišinys SANTA MARIA TEX MEX, 28 g",1.29,13
000000000001133979,"Sojų varškė BERIEF, 400 g",2.49,13
000000000001167840,"Migdolų gėrimas VALSOJA su kalciu ir vitaminais, 1 l",1.69,13
000000000001176536,"Žirnių sriuba su skrebučiais MAGGI 5 MINUTES, 22 g",0.59,13
000000000001285002,"Kačių ėdalas FELIX TASTY SHREDS su įvairia mėsa, 4 x 80 g, 320 g",1.55,13
000000000001322287,"Ekol. mangų desertas MARMALUZI su šalav. sėklomis (8+ mėn.), 90 g",0.99,13
000000000000921414,"Elementai (AAA,8vnt.) DURACELL, LR03",4.24,13
000000000001076886,"Ekologiškas rapsų aliejus BIONATURALIS, 750 ml",2.81,13
000000000001082537,"Sauskelnės-kelnaitės HUGGIES PANTS (5) mergaitėms (12-17 kg), 68 vnt.",17.59,13
000000000001232714,"Intymios hig. prausiklis-putos MARGARITA su pieno rūgštimi, 150 ml",4.99,13
000000000001236615,"Kačių skanėstas AKINU su triušiena, 50 g",0.87,13
000000000001364785,"KĖDAINIŲ KONSERVŲ FABRIKO marinuoti agurkų griežinėliai, 680 g",1.49,13
000000000001364972,"KĖDAINIŲ KONSERVŲ FABRIKO mangų džemas, 330 g",1.67,13
000000000000539477,"Elementai DURACELL AAA, LR03, 4 vnt., 4 vnt.",2.19,13
000000000000662524,"K.kač.ėd.mės.sav.sul Gourmet Gold, 340 g",1.99,13
000000000000773241,"Higieniniai įklotai CAREFREE COTTON, 76 vnt.",6.49,13
000000000001270834,"Kačių skanėstas FELIX PLAY TUBES su vištiena ir kepenėlėmis, 50 g",1.99,13
000000000001308966,"Club 4 Paws Premium su ėriena padaže. Visavertis konservuotas pašaras suaugusiems mažų veislių šunims, 4 x 85 g",1.14,13
000000000001312400,"Silikoninis kačių kraikas CLEAN & TIDY su levandomis, 3,8 l",2.99,13
000000000001328572,"Higieniniai paketai ALWAYS Ultra Secure Night Extra, S5, 20 vnt.",7.99,13
000000000000928699,"Higieniniai paketai LADY ANION, 15 vnt.",3.39,13
000000000001353212,"Virta DAKTARIŠKA kiaulienos dešra WELL DONE, a. r., 300 g",1.69,13
000000000001362869,"Saldžiosios garstyčios HEINZ MILD, 240 g",2.61,13
000000000001395325,"Club 4 Paws Premium su kalakutiena, triušiena ir ėriena, konservuotas pašaras suaugusioms katėms, 4 x 85 g",1.14,13
000000000001209168,"Vytintos dešrelės STIX SALAMINI PISTACHIO, a. r., 80 g",1.74,13
000000000001316061,"Sausas vyresnio amžiaus kačių ėdalas ONE SENIOR su vištiena, 800 g",4.19,13
000000000001370572,"Drėgnosios servetėlės VORTEX EXTRA STRONG UNIVERSAL, 36 vnt.",1.29,13
000000000001380025,"KĖDAINIŲ KONSERVŲ FABRIKO marinuoti kelmučiai NAMEKO, 480 g",2.39,13
000000000000014283,"Česnakinis mėsos ir vištienos marinatas SANTA MARIA BBQ, 75 g",0.99,13
000000000000017116,NIVEA Dušo želė CR?ME SOFT,4.19,13
000000000001115195,"Higieniniai paketai LIBRESSE ULTRA GOODNIGHT EXTRA, 8 vnt.",2.69,13
000000000001318458,"Sausas kačių ėdalas WHISKAS su vištiena, 800 g",2.09,13
000000000000017117,NIVEA Dušo želė vyrams ENERGY,4.19,13
000000000000883343,"Visavertis suaugusių kačių pašaras, 1 kg",1.49,13
000000000000908725,NIVEA BLACK&WHITE CLEAR purškiamasis antiperspirantas moterims ,6.39,13
000000000000921413,"Elementai (AA,8vnt.) DURACELL, LR06",4.24,13
000000000000928697,"Higieniniai paketai LADY ANION, 10 vnt.",3.39,13
000000000000980387,"Kačių skanėstas FELIX PARTY OCEAN MIX, 60 g",1.99,13
000000000000981070,NIVEA Dušo želė vyrams SPORT,6.89,13
000000000001222987,"Med. vienkartinės šakutės ILAJA, 10 vnt.",0.99,13
000000000001310653,"Avižų gėrimas be cukraus ZERO, 1 l",1.69,13
000000000001361551,Kepimo popierius karšto oro gruzdintuvėms,3.99,14
000000000000062090,"Aštrusis pomidorų padažas SANTA MARIA TEX MEX TACO, 230 g",3.29,14
000000000001320603,"Konservuotas kačių ėdalas ARDOUR su vištiena ir kalakutiena, 340 g",1.24,14
000000000001356209,"Šviežios kiaulienos dešrelės su sūriu WELL DONE, 400 g",2.79,14
000000000001226504,"Saldžiarūgštis KKF padažas su ananasais, 500 ml",1.43,14
000000000001234670,"Javainių batonėlis ME2U su kokosais, 45 g",0.53,14
000000000001236614,"Šunų skanėstas AKINU su triušiena, 75 g",1.46,14
000000000001257236,"Svogūnų žiedai AVIKO tešloje, 450 g",2.95,14
000000000001296561,"Konservuotas šunų ėdalas FINE DOG su jautiena, 1200 g",3.24,14
000000000001296564,"Konservuotas šunų ėdalas FINE DOG su elniena, 1200 g",3.24,14
000000000001320433,"Konservuotas kačių ėdalas SHEBA NATURE'S su paukštiena, 340 g",1.64,14
000000000001322270,"Ekologiška obuolių tyrelė MARMALUZI (nuo 4 mėn.), 90 g",0.99,14
000000000001277507,"Takų prieskoniai SANTA MARIA su aitriosiomis paprikomis, 28 g",1.69,14
000000000001299406,"Marinara pomidorų padažas KKF, 435 ml",1.49,14
000000000001320624,"Konservuotas šunų ėdalas LOVETT su aviena ir jautiena, 400 g",1.13,14
000000000001321687,"Tamponai O.B. PROCOMFORT EXTRA SUPER, 36 vnt.",10.99,14
000000000001350574,"Karštai rūkytos dešrelės WELL DONE, a. r., 520 g",3.05,14
000000000000631736,"Kapų žvakė, dega 24 val., 1 vnt.",0.8,14
000000000001080024,"Augalinis dešros pakaitalas WELL WELL, 100 g",1.59,14
000000000001151372,"Druska SANTA MARIA, 92 g",1.59,14
000000000001320623,"Konservuotas kačių ėdalas ARDOUR su jautiena ir vištiena, 340 g",1.24,14
000000000001175243,"Šunų ėdalas PRIMADOG su jautiena, 600 g",2.39,14
000000000001236020,"DZŪKIJOS PROGINIS sausainių rinkinys, 1 kg",4.79,14
000000000001255224,"Konservuotas šunų ėdalas LOVETT su kepenėlemis, 1,25 kg",1.19,14
000000000001268543,"Šilauogių skonio želė MOČIUTĖS, 80 g",0.39,14
000000000001343257,"Pomidorų padažas BE KONSERVANTŲ KKF, 970 g",2.09,14
000000000000571385,"Skalbinių minkštiklis FROSCH ALOE VERA su alavijais, 750 ml",1.85,14
000000000000789939,"Figūrinė kempinėlė VILEDA PUR ACTIVE, 1 vnt.",0.69,14
000000000000888826,"Sojų padažas HEINZ, 150 ml",2.09,14
000000000001222988,"Med.vienkartiniai šaukštai ILAJA, 10 vnt",0.99,14
000000000000725431,"Medinė mentelė, 1 vnt.",0.99,14
000000000000768488,"Intymios higienos servetėlės ""Bella Medica"", 20 vnt.",1.85,14
000000000001130765,"Migdolų miltai ALVO, 300 g",3.99,14
000000000001184534,"Higieniniai įklotai ABENA LIGHT MINI PLUS, 16 vnt.",3.32,14
000000000001250431,"Silikoninis kačių kraikas CLEAN & TIDY, 3,8 l, 3.8 l",2.99,14
000000000001255220,"Konservuotas kačių ėdalas LOVETT su paukštiena, 415 g",0.55,14
000000000001282659,"Konserv. kačių ėdalas FELIX su žuvimi padaže,4x85g, 340 g",1.43,14
000000000001290249,"Šaldyti tarkuotų bulvių cepelinai MAMOS su varškės įdaru, 800 g",2.09,14
000000000001308446,"Konservuotas kačių ėdalas su jautiena ONE, 340 g",2.29,14
000000000001328551,"Higieniniai įklotai ALWAYS Long, Fresh Scent, 64 vnt.",7.19,14
000000000000494293,"Higieniniai paketai LIBRESSE, 20 vnt.",3.39,14
000000000000555719,NIVEA Dušo želė LEMON &OIL,4.19,14
000000000001163398,"Indaplovių skalavimo priemonė FROSCH, 750 ml",3.75,14
000000000001289469,"Kiaulienos šonkauliai su barbekiu marinatu WELL DONE, 1 kg",5.49,14
000000000001338402,"Padažas SWEET CHILLI KKF, 300 g",1.37,14
000000000000359958,"Mažų veislių šunų skanėstai PEDIGREE DENTASTIX, 3 vnt., 45 g",0.69,14
000000000001137927,"Intymios higienos prausiklis NIDA su gintaro ekstraktu, 500 ml",2.99,14
000000000001289515,"Kukurūzų traškučiai SANTA MARIA TEX MEX su druska, 475 g",5.89,14
000000000001387518,"Konservuotas kačiukų ėdalas WHISKAS PURE DELIGHT, 340 g",1.17,14
000000000000936480,"Karštai rūkyta sausai sūdyta KLEBONIŠKA nugarinė, a. r., 1 kg",13.49,14
000000000000943560,"„Dreamies“ kačių skanėstai su jautiena, 60g",1.95,14
000000000000980386,"Kačių skanėstas FELIX MIXED GRILL, 60 g",1.99,14
000000000001037098,"Kukurūzų traškučiai SANTA MARIA TEX MEX su sūriu, 475 g",5.89,15
000000000001081768,"Vištienos prieskoniai SANTA MARIA, 90 g",2.15,15
000000000001137374,"Ekologiškas obuolių actas BIONATURALIS, 300 ml",1.31,15
000000000001321957,"Ekologiška obuolių ir kriaušių tyrelė MARMALUZI (nuo 4 mėn.), 90 g",0.99,15
000000000001340135,"Skystasis skalbiklis FROSCH, granatų kvapo, 22 skalb., 1.5 l",5.99,15
000000000001366522,"Vytinta pjaustyta čioriso dešra WELL DONE, I r., 80 g",1.35,15
000000000001387569,"Vytinta DIDIKŲ dešra WELL DONE, A. r., 200 g",2.99,15
000000000000030334,"Spiraliniai šveitikliai VILEDA GLITZI INOX, 2 vnt.",1.19,15
000000000000057363,"Indaplovių druska FINISH SPECIAL SALT, 1.5 kg",2.99,15
000000000001240289,"Ekologiškas alyvuogių aliejus BIONATURALIS, 500 ml",8.99,15
000000000001346859,"Skalbinių minkštiklis SILAN FRESH SKY, 64 skalb., 1.41 l",4.49,15
000000000000152967,"Higieniniai paketai ALWAYS Sensitive Super Plus, S2, 16 vnt.",4.59,15
000000000000544009,"Mėsos prieskoniai SANTA MARIA su priesk. žolel. ir česnakais, 20 g",0.99,15
000000000001132233,"Kalkių valiklis CIF, 435 ml",3.89,15
000000000001259537,"Konservuotas kačių ėdalas LOVETT su įvair. rūšių žuvimi, 400 g",0.99,15
000000000001308376,"Drėgnosios servetėlės VORTEX baldams valyti, 48 vnt.",1.19,15
000000000001316777,"Sausas mažų veislių šunų ėdalas su ėriena ARDOUR, 1,5 kg",3.99,15
000000000000544010,"Gvazdikėliai SANTA MARIA, 10 g",1.19,15
000000000000715877,"Higieniniai paketai BELLA CLASSIC, 20 vnt.",1.79,15
000000000001119080,"Sausas sterilizuotų kačių ėdalas PERFECT su vištiena, 750 g",2.99,15
000000000001289514,"Kviečių tortilijos su morkomis SANTA MARIA TEX MEX, 6 vnt., 240 g",3.39,15
000000000001308327,"Drėgnosios servetėlės VORTEX voniai valyti, 48 vnt.",1.19,15
000000000001350558,"Karštai rūkytos sardelės WELL DONE, a. r., 400 g",2.15,15
000000000000026198,"Malti imbierai SANTA MARIA, 20 g",0.99,15
000000000000417488,"Kečupas HEINZ, 910 g",4.71,15
000000000000654883,"Pilno grūdo makaronai LUBELLA FUSILLI (sraigteliai), 400 g",1.07,15
000000000001131686,"Baltyminės šunų lazdelės PAPKY su žarnokais, 120 g",0.76,15
000000000001231352,"Sausas kačių ėdalas sterilizuotoms katėms ONE DUAL, 750 g, 750 g",4.19,15
000000000001255465,"Baltyminis batonėlis ME2U PROTEIN su kokosais, 60 g",1.29,15
000000000001361982,"Sauskelnės HUGGIES OVERNIGHTS S5, 24 vnt., 24 vnt.",8.39,15
000000000000825926,"Provanso žolelės SANTA MARIA, 6 g",0.99,15
000000000001011038,"Tamponai KOTEX SUPER, 32 vnt., 32 vnt.",5.95,15
000000000001190378,"Citrininiai grietininiai ledai POLS su citrinų sk. glaistu, 75 g",1.49,15
000000000001209167,"Vytintos dešrelės STIX SALAMINI CHEESE, a. r., 80 g",1.74,15
000000000001253250,"Sauskelnės-kelnaitės HUGGIES PANTS 6 berniukams (15-25 kg), 44 vnt.",13.59,15
000000000001304529,"Skalb. lapeliai DR. BECKMANN MAGIC LEAVES COLOUR (25 skalb.), 25 vnt.",5.29,15
000000000001305033,"Javainių batonėlis ME2U su avietėmis ir spanguolėmis, 45 g",0.53,15
000000000001323430,"Šunų ėdalas su žvėriena PRIMADOG, 600 g",2.39,15
000000000001355809,"Vonios valiklis CIF, 500 ml",3.19,15
000000000001362958,"Elementai DURACELL AAA, LR6, 24 vnt.",9.99,15
000000000000071230,"Mėsos prieskoniai SANTA MARIA, 35 g",1.09,15
000000000000769065,"Šunų ėdalo papildas AKINU dantims prižiūrėti, 7 vnt.",1.46,15
000000000001246026,"Šunų skanėstas PRIMADOG su ėriena ir lašiša, 80 g",1.82,15
000000000001297898,"Konservuotos KKF Chalapos aitriosios paprikos, 330 g",1.29,15
000000000001316785,"Sausas šunų ėdalas su paukštiena ARDOUR ADULT, 1,5 kg",3.99,15
000000000001396334,"AGOTOS TYRA juoda duona su rugių branduoliais, saulėgrąžomis, 340 g",0.89,15
000000000000251564,"Graužikų šienas NATURE LIVING, 250 g",1.69,15
000000000000931753,"Stiklinis indas maisto produktams laikyti UNIWELL, 520 ml, 1 vnt.",4.99,15
000000000000994535,NIVEA Care maitinamasis kremas 100ml,5.69,15
000000000001078835,"Elementai DURACELL 2032, 2 vnt., 2 vnt.",1.99,15
000000000001110988,"Mikropluošto šluostės VILEDA, 4 vnt.",3.99,15
000000000001255218,"Konservuotas kačių ėdalas LOVETT su jautiena, 415 g",0.55,15
000000000001338917,"Makaronai REEVA ASIAN, keptos vištienos skonio, 60 g",0.37,16
000000000001345259,"Bulvių košė REEVA, grietinėlės skonio, 40 g",0.64,16
000000000001382068,"Plombyriniai ledai POLS, be laktozės, 75 g",1.49,16
000000000000538339,"KĖDAINIŲ KONSERVŲ FABRIKO NAMINIAI krienai, 250 g",1.07,16
000000000000668710,"Tirpioji barščių sriuba MAGGI 5 MINUTES su skrebučiais, 16 g",0.59,16
000000000000711889,"Indų kempinės VILEDA SLALOM UNIVERSAL, 2 vnt.",1.79,16
000000000000768160,"Higieniniai paketai ""Bella for teens""10 vnt., 10 vnt.",1.69,16
000000000001255464,"Baltyminis batonėlis ME2U PROTEIN su šokoladu, 60 g",1.29,16
000000000001397898,"Kepti sūrio gabaliukai BBQ JON-CHEDAR, 43 % rieb. s. m., 80 g",1.69,16
000000000000076746,"Pastilės MYNTHON, citrinų skonio, 34 g",0.53,16
000000000000909542,"Popierinės keksiukų formelės (50 vnt.), 50 vnt.",1.49,16
000000000001114619,"Silpnai sūdyti silkių filė gabaliukai aliejuje su baravykais, 200 g",1.59,16
000000000001346303,NIVEA MEN ACTIVE  lūpų balzamas,3.09,16
000000000000369211,"Higieniniai tamponai O.B. PRO COMFORT SUPER, 32 vnt.",6.89,16
000000000000742645,"Krekeriai TUC, grietinės ir svogūnų skonio, 100 g",1.69,16
000000000001194666,"Higieniniai paketai GENTLE DAY EXTRA HEAVY, 6 vnt.",3.85,16
000000000001237149,"Spraginti kukurūzai POPHOUSE, čederio skonio, 65 g",0.69,16
000000000001260651,"Higieniniai paketai ALWAYS Ultra Secure Night Extra, S5, 10 vnt.",4.59,16
000000000001270975,"Šaldytos traškios gzuzdintos bulvytės ZIGZAG AVIKO, 750 g",2.95,16
000000000001310642,"Šaldyti sūrio rutuliukai AVIKO su Chalapos paprikomis, 300 g",3.67,16
000000000001320616,"Konservuotas kačių ėdalas ARDOUR su lašiša ir paukštiena, 340 g",1.24,16
000000000001324261,"Karštai rūkytos lazdelės STIX KABANOSSI BOLETUS, a. r., 100 g",1.74,16
000000000001354708,"Graužikų šienas su morkomis ir petražolėmis PET EXPERT, 450 g",1.49,16
000000000000656194,"Visavertis kačiukų ėdalas FRISKIES JUNIOR, 300 g",1.22,16
000000000001014483,"Žaliojo kario prieskonių mišinys SANTA MARIA, 40 g",1.69,16
000000000001150981,"Higieniniai paketai KOTEX ULTRA SUPER, 12 vnt.",2.39,16
000000000001218275,"Silkių filė aliejuje PAMARIO GARDŽIOJI, 300 g",2.15,16
000000000001246516,"Traškus kačių skanėstas PRIMACAT ANTI-HAIRBALL, 40 g",1.12,16
000000000001285253,"Šunų skanėstas AKINU su antiena, 120 g",1.71,16
000000000001311188,"Kepti vištienos filė kroketai, atvėsinti, 280 g",2.09,16
000000000001318463,"Sausas kačių ėdalas WHISKAS su jautiena, 800 g",2.09,16
000000000001377543,VORTEX Wet Mopping Wipes Tropical Oasis 15v /Šluostės ,1.79,16
000000000000256569,NIVEA Rutulinis dezodorantas  COOL KICK vyrams,4.79,16
000000000000352920,"Servetėlės ELEMENTS SENSE, 33 x 33 cm, 20 vnt., 20 vnt.",0.89,16
000000000001085603,"Mikropluošto šluostė VILEDA, 27 x 32 cm, 1 vnt.",1.99,16
000000000001096365,"Berniukų sauskelnės-kelnaitės HUGGIES PANTS 4 (9-14 kg), 52 vnt.",13.59,16
000000000001117784,"Intymios higienos prausiklis BELLA SENSITIVE, 300 ml",4.75,16
000000000001149611,"Persiladas SANTA MARIA, 48 g",1.49,16
000000000001246025,"Šunų skanėstas PRIMADOG su kalakutiena ir stirniena, 80 g",1.82,16
000000000001324639,"Club 4 Paws premium visavertis pašaras mažų veislių suaugusiems šunims, 2 kg",3.84,16
000000000001345179,"Vytintas jautienos batonėlis, a. r., 25 g",1.19,16
000000000001354823,"Citrinpipiriai SANTA MARIA, 70 g",2.49,16
000000000001366186,"Vytintos BERNŲ dešrelės, a. r., 150 g",3.29,16
000000000001373349,"Šaldyti KIJEVO kotletai DONE COOKIN su čiorisu, 260 g",3.67,16
000000000001378255,"Traškūs kukurūzų traškučiai SANTA MARIA, sūrio skonio, 185 g",2.59,16
000000000001390853,"Sūrio kamuoliukai WELL DONE PREMIUM, pesto padažo sk., 41 %, 24 g",1.49,16
000000000001390971,"Avižų ir sojų gėrimas su kalciu, vitaminais, karamelės skonio, 750 ml",2.95,16
000000000001167839,"Sojų gėrimas VALSOIA su kalciu ir vitaminais, 1 l",1.69,16
000000000001250941,"Šunų ėdalas LOVETT su paukštiena (dešra), 400 g",0.59,16
000000000001252915,"KĖDAINIŲ KONSERVŲ FABRIKO apelsinų džemas, 330 g",1.67,16
000000000001320160,"Higieniniai paketai LIBRESSE ULTRA NORMAL, 38 vnt.",5.99,16
000000000001352441,"Sojų gėrimas ALPRO PLANT PROTEIN, 1 l",2.95,16
000000000001379397,"Kačių skanėstas DREAMIES su lašiša ir sūriu, 60 g, 60 g",1.95,17
000000000001389028,"ZIGMO skandinaviška silkių filė be aliejaus, 190 g",1.89,17
000000000001395296,"Club 4 Paws Premium su lašiša, triušiena ir ėriena, konservuotas pašaras mažų veislių suaugusiems šunims, 4 x 85 g",1.14,17
000000000000062106,"Česnakinis pomidorų padažas SANTA MARIA TEX MEX TACO, 230 g",3.29,17
000000000000144976,"Krekeriai TUC, kumpio skonio, 100 g",1.69,17
000000000000251563,"Graužikų medžio drožlės NATURE LIVING, 10 l",1.79,17
000000000000990119,"Higieniniai paketai BELLA PERFECTA ULTRA NIGHT, 14 vnt.",4.05,17
000000000001059830,"Vištienos sultinys GALLINA BLANCA, 150 g",0.83,17
000000000001334296,"Baltyminės šunų lazdelės PAPKY kailiui ir odai, 120 g",0.76,17
000000000001365177,"Šunų ėdalas FRISKIES su vištiena, jautiena, ėriena, 340 g",1.25,17
000000000000014282,"Universalusis marinatas SANTA MARIA BBQ, 75 g",0.95,17
000000000000017113,NIVEA Klasikinis kremas visai šeimai,4.99,17
000000000000749093,"Higieniniai tamponai O.B. PRO COMFORT SUPER PLUS, 16 vnt.",4.29,17
000000000001234671,"Javainių batonėlis ME2U su riešutais ir linų sėmenimis, 45 g",0.53,17
000000000001238767,"Šunų kramtalai LOVETT DENTAL STICK (7 vnt.), 180 g",1.49,17
000000000000014178,"Penkių rūšių pipirų mišinys SANTA MARIA, 25 g",1.69,17
000000000000069401,"Higieniniai tamponai O.B. ORIGINAL NORMAL, 32 vnt.",6.99,17
000000000000149189,"Ledai TWIX, 40 g",0.89,17
000000000000955943,"Šerbetas DADU, obuolių ir vyšnių skonio, 72 g",0.69,17
000000000001095040,"Šveičiamasis pienelis CIF CREAM LEMON, 300 g",1.59,17
000000000001195816,"Šaltai rūkyta sveriama KLEBONIŠKA kiaulienos nugarinė, a. r., 1 kg",10.69,17
000000000001322297,"Ekologiškas jautienos troškinys MARMALUZI (nuo 8 mėn.), 190 g",1.69,17
000000000001330508,"Kepamosios BBQ vištienos dešrelės HEAT & EAT, a. r., 400 g",2.79,17
000000000000818775,"Krekeriai TUC MINI, sūrio skonio, 100 g",1.69,17
000000000000931754,"Stiklinis indas maisto produktams laikyti UNIWELL, 800 ml, 1 vnt.",6.99,17
000000000001020771,"Kokosų gėrimas su ryžiais ALPRO, 1 l",2.59,17
000000000001096364,"Mergaičių sauskelnės-kelnaitės HUGGIES PANTS 4 (9-14 kg), 52 vnt.",13.59,17
000000000001264727,"Mėsos lazdelė PRIMACAT su vištiena ir kepenimis, 15 g",0.72,17
000000000001272429,NIVEA COCOA BUTTER kūno kremas sausai odai su kakavos sviestu ir vitaminu E,8.19,17
000000000001351622,"Šaldyti koldūnai PINIGĖLIAI su mėsos įdaru, 800 g",3.99,17
000000000001352458,"Sojų gėrimas ALPRO PLANT PROTEIN, šokolado skonio, 1 l",2.95,17
000000000001371165,"My Love visavertis konservuotas pašaras suaugusioms katėms su vištiena ir kalakutiena padaže, 4 x 85 g",0.94,17
000000000001373119,"Argent. jūr.lydekų filė, WELL DONE, 400g, 400 g",3.19,17
000000000000757372,NIVEA dvifazis vandeniui atsparaus akiu makiažo valiklis,7.69,17
000000000000799839,"Daržovių sultinys GALLINA BLANCA (8x10 g), 80 g",0.47,17
000000000001246517,"Traškus kačių skanėstas PRIMACAT (odai ir kailiui), 40 g",1.12,17
000000000001328553,"Higieniniai įklotai ALWAYS Long, 0% Perfume, 52 vnt.",5.69,17
000000000001342656,NIVEA HYDRO CARE lūpų balzamas,3.65,17
000000000001361947,"Sauskelnės kelnaitės Huggies Pants Overnights, 6 d., 15-25kg , 22vnt.",8.39,17
000000000000016750,NIVEA® Ultra Strong plaukų lakas,7.19,17
000000000000016751,"Plaukų lakas NIVEA, 250 ml",7.19,17
000000000000771572,NIVEA BLACK&WHITE POWER purškiamasis antiperspirantas vyrams ,4.79,17
000000000000956001,"Valgomieji karamelinai ledai DADU su karameles įdaru, 65 g",0.69,17
000000000001059418,"Balinimo skudurėliai Dr BECKMAN, 15 vnt.",2.79,17
000000000001268544,"Žemuogių skonio želė MOČIUTĖS, 80 g",0.39,17
000000000001308358,"Sausas kačių maistas PERFECT FITsteril.katėms su višt.,1,4kg, 1,4 kg",4.99,17
000000000001316826,"Sausas kačių ėdalas su paukštiena ARDOUR INDOOR, 800 g",2.49,17
000000000001396349,"Juoda AGOTOS GOURMET duona su skrudintu salyklu, 290 g",0.89,17
000000000000700304,"Migdoliniai sausainiai ANNA'S, 150 g",1.49,17
000000000000807642,"Jautienos šonkaulių sk.sultinys GALLINA BLANCA, 80 g",0.47,17
000000000001032798,"Ekologiškas kokosų aliejus BIONATURALIS, nerafinuotas, 500 ml",5.99,17
000000000001082535,"Sauskelnės-kelnaitės HUGGIES PANTS (4) mergaitėms (9-14 kg), 72 vnt.",17.59,17
000000000001208234,"KKF avokadų užtepėlė (gvakamolė), 280 g",1.79,18
000000000001218831,"LIETUVIŠKAS ORIGINALUS majonezas su tryniais, 73 % rieb., 420 g",1.59,18
000000000001236613,"Šunų užkandis AKINU su jautiena, 75 g",1.46,18
000000000001255219,"Konservuotas kačių ėdalas LOVETT su žuvimi, 415 g",0.55,18
000000000001305813,"Intymiosios higienos prausiklis ABENA, 500 ml",5.19,18
000000000001318592,"Sausas kačiukų ėdalas WHISKAS JUNIOR su vištiena, 800 g",2.09,18
000000000001341828,"Sausainiai CANTUCCI su migdolais, 200 g",2.55,18
000000000001395025,"Virtos mini dešrelės WELL DONE, aukščiausia rūšis, 450 g",2.39,18
000000000000713858,"Makaronai LUBELLA, kaspinėliai, 400 g",1.07,18
000000000000759406,"DZŪKIJOS ŠVENTINIS sausainių rinkinys, 1 kg",5.09,18
000000000001001064,"Ledai BOUNTY, 39.1 g",0.89,18
000000000001055802,NIVEA Dušo želė vyrams ACTIVE CLEAN,6.89,18
000000000001154260,"Maltas cinamonas SANTA MARIA, 40 g",2.19,18
000000000001167005,"Konservuotas kačių ėdalas PERFECT FIT su vištiena, lašiša, 340 g",1.82,18
000000000001203643,"Konservuotas kačių ėdalas FRISKIES JUNIORAMS, 4 x 85 g, 340 g",1.22,18
000000000001310745,"Šaldyti bulvių laiveliai AVIKO, 600 g",2.31,18
000000000001381076,"Kiaulienos ir jautienos burgerių paplotėliai GRYNUOLIAI, 220 g",2.29,18
